Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,Information Ratio,N Months
0.318,0.2677,0.9453,1.0153,-0.3651,0.8711,0.983,89
